time;IECWT4A_control_iECWT4AMeasures_PGenPu;IECWT4A_control_iECWT4AMeasures_QGenPu;IECWT4A_control_iECWT4AMeasures_uWTCPu;IECWT4A_control_iECWT4APControl_ipCmdPu;IECWT4A_control_theta;
4.012739;0.512103;-0.107224;1.046045;0.484867;0.087379;
4.012918;0.512082;-0.106700;1.046187;0.484742;0.087351;
4.013097;0.512057;-0.106196;1.046323;0.484619;0.087322;
4.013276;0.512030;-0.105710;1.046455;0.484497;0.087294;
4.013455;0.511999;-0.105241;1.046583;0.484376;0.087265;
4.013634;0.511966;-0.104790;1.046705;0.484256;0.087237;
4.013813;0.511929;-0.104355;1.046823;0.484138;0.087208;
4.013992;0.511890;-0.103938;1.046936;0.484020;0.087180;
4.014171;0.511849;-0.103537;1.047045;0.483904;0.087151;
4.014350;0.511804;-0.103151;1.047150;0.483789;0.087123;
4.014529;0.511758;-0.102781;1.047251;0.483675;0.087094;
4.014708;0.511708;-0.102426;1.047347;0.483563;0.087065;
4.014887;0.511657;-0.102086;1.047440;0.483452;0.087036;
4.015067;0.511603;-0.101761;1.047528;0.483342;0.087008;
4.015246;0.511547;-0.101449;1.047613;0.483233;0.086979;
4.015425;0.511489;-0.101152;1.047694;0.483126;0.086950;
4.015604;0.511429;-0.100868;1.047772;0.483020;0.086921;
4.015783;0.511367;-0.100597;1.047846;0.482915;0.086893;
4.015962;0.511304;-0.100338;1.047916;0.482811;0.086864;
4.016141;0.511238;-0.100092;1.047984;0.482709;0.086835;
4.016320;0.511171;-0.099859;1.048048;0.482608;0.086806;
4.016499;0.511102;-0.099637;1.048108;0.482509;0.086778;
4.016678;0.511031;-0.099426;1.048166;0.482411;0.086749;
4.016857;0.510959;-0.099227;1.048221;0.482314;0.086720;
4.017036;0.510885;-0.099039;1.048273;0.482218;0.086692;
4.017215;0.510810;-0.098861;1.048321;0.482124;0.086663;
4.017394;0.510734;-0.098694;1.048368;0.482031;0.086634;
4.017573;0.510656;-0.098537;1.048411;0.481939;0.086606;
4.017932;0.510497;-0.098251;1.048490;0.481760;0.086548;
4.018254;0.510350;-0.098026;1.048553;0.481603;0.086497;
4.018576;0.510200;-0.097829;1.048608;0.481450;0.086446;
4.018898;0.510047;-0.097659;1.048656;0.481302;0.086395;
4.019221;0.509892;-0.097515;1.048697;0.481158;0.086344;
4.019543;0.509734;-0.097394;1.048731;0.481017;0.086294;
4.019865;0.509574;-0.097297;1.048760;0.480881;0.086243;
4.020188;0.509413;-0.097222;1.048782;0.480749;0.086193;
4.020510;0.509249;-0.097166;1.048800;0.480621;0.086143;
4.020832;0.509085;-0.097130;1.048811;0.480496;0.086093;
4.021155;0.508920;-0.097112;1.048819;0.480376;0.086044;
4.021477;0.508754;-0.097111;1.048821;0.480259;0.085994;
4.021799;0.508587;-0.097126;1.048819;0.480146;0.085945;
4.022122;0.508420;-0.097156;1.048814;0.480037;0.085897;
4.022444;0.508253;-0.097199;1.048804;0.479932;0.085848;
4.022766;0.508086;-0.097256;1.048791;0.479830;0.085800;
4.023089;0.507919;-0.097324;1.048775;0.479731;0.085753;
4.023411;0.507753;-0.097404;1.048756;0.479636;0.085705;
4.023733;0.507587;-0.097494;1.048734;0.479544;0.085658;
4.024055;0.507422;-0.097593;1.048710;0.479456;0.085612;
4.024378;0.507258;-0.097702;1.048683;0.479370;0.085565;
4.024700;0.507094;-0.097818;1.048654;0.479288;0.085519;
4.025022;0.506932;-0.097942;1.048622;0.479209;0.085474;
4.025345;0.506772;-0.098073;1.048589;0.479133;0.085429;
4.025667;0.506612;-0.098209;1.048555;0.479060;0.085384;
4.025989;0.506454;-0.098351;1.048519;0.478990;0.085340;
4.026312;0.506298;-0.098498;1.048481;0.478922;0.085296;
4.026634;0.506143;-0.098650;1.048442;0.478857;0.085252;
4.026956;0.505990;-0.098805;1.048403;0.478795;0.085209;
4.027279;0.505839;-0.098964;1.048362;0.478736;0.085167;
4.027601;0.505690;-0.099125;1.048320;0.478679;0.085124;
4.027923;0.505542;-0.099290;1.048278;0.478624;0.085083;
4.028246;0.505397;-0.099456;1.048235;0.478572;0.085041;
4.028568;0.505254;-0.099624;1.048192;0.478522;0.085001;
4.028890;0.505113;-0.099793;1.048149;0.478474;0.084960;
4.029212;0.504974;-0.099963;1.048105;0.478429;0.084920;
4.029535;0.504837;-0.100133;1.048060;0.478385;0.084881;
4.029857;0.504703;-0.100305;1.048016;0.478344;0.084842;
4.030179;0.504571;-0.100476;1.047972;0.478304;0.084803;
4.030502;0.504441;-0.100646;1.047927;0.478266;0.084765;
4.030824;0.504313;-0.100817;1.047883;0.478231;0.084728;
4.031146;0.504188;-0.100986;1.047839;0.478197;0.084691;
4.031469;0.504066;-0.101155;1.047795;0.478164;0.084654;
4.031791;0.503945;-0.101323;1.047752;0.478134;0.084618;
4.032113;0.503827;-0.101489;1.047709;0.478105;0.084582;
4.032436;0.503711;-0.101653;1.047666;0.478077;0.084547;
4.032758;0.503598;-0.101816;1.047623;0.478052;0.084513;
4.033080;0.503487;-0.101977;1.047581;0.478027;0.084478;
4.033403;0.503379;-0.102137;1.047540;0.478004;0.084445;
4.033725;0.503273;-0.102294;1.047499;0.477982;0.084412;
4.034047;0.503169;-0.102448;1.047459;0.477962;0.084379;
4.034369;0.503068;-0.102601;1.047419;0.477942;0.084347;
4.034692;0.502969;-0.102751;1.047380;0.477924;0.084315;
4.035014;0.502872;-0.102899;1.047341;0.477907;0.084284;
4.035336;0.502777;-0.103044;1.047303;0.477891;0.084253;
4.035659;0.502685;-0.103186;1.047266;0.477877;0.084223;
4.035981;0.502595;-0.103326;1.047229;0.477863;0.084193;
4.036303;0.502508;-0.103463;1.047194;0.477850;0.084163;
4.036626;0.502422;-0.103597;1.047159;0.477838;0.084135;
4.036948;0.502339;-0.103728;1.047124;0.477827;0.084106;
4.037270;0.502258;-0.103856;1.047091;0.477817;0.084078;
4.037593;0.502179;-0.103982;1.047058;0.477807;0.084051;
4.037915;0.502102;-0.104105;1.047026;0.477799;0.084024;
4.038237;0.502028;-0.104225;1.046994;0.477791;0.083997;
4.038560;0.501955;-0.104342;1.046964;0.477784;0.083971;
4.039204;0.501816;-0.104567;1.046905;0.477771;0.083920;
4.039784;0.501697;-0.104759;1.046854;0.477762;0.083876;
4.040364;0.501584;-0.104943;1.046806;0.477755;0.083833;
4.040945;0.501477;-0.105117;1.046761;0.477749;0.083792;
4.041525;0.501376;-0.105282;1.046717;0.477745;0.083752;
4.042105;0.501281;-0.105439;1.046676;0.477742;0.083713;
4.042685;0.501191;-0.105586;1.046638;0.477740;0.083676;
4.043265;0.501106;-0.105726;1.046601;0.477739;0.083640;
4.043845;0.501026;-0.105857;1.046567;0.477740;0.083605;
4.044426;0.500950;-0.105980;1.046534;0.477741;0.083572;
4.045006;0.500879;-0.106095;1.046504;0.477743;0.083539;
4.045586;0.500813;-0.106204;1.046476;0.477745;0.083508;
4.046166;0.500750;-0.106305;1.046449;0.477748;0.083478;
4.046746;0.500692;-0.106399;1.046425;0.477752;0.083450;
4.047326;0.500637;-0.106486;1.046402;0.477756;0.083422;
4.047907;0.500586;-0.106568;1.046380;0.477760;0.083395;
4.048487;0.500538;-0.106643;1.046361;0.477765;0.083370;
4.049067;0.500493;-0.106713;1.046342;0.477770;0.083345;
4.049647;0.500452;-0.106777;1.046326;0.477775;0.083321;
4.050227;0.500413;-0.106837;1.046310;0.477780;0.083299;
4.050807;0.500377;-0.106891;1.046296;0.477785;0.083277;
4.051388;0.500344;-0.106941;1.046283;0.477790;0.083256;
4.051968;0.500313;-0.106986;1.046271;0.477796;0.083236;
4.052548;0.500284;-0.107028;1.046260;0.477801;0.083217;
4.053128;0.500258;-0.107065;1.046250;0.477806;0.083199;
4.053708;0.500233;-0.107099;1.046241;0.477811;0.083181;
4.054288;0.500211;-0.107130;1.046233;0.477817;0.083164;
4.054869;0.500190;-0.107157;1.046226;0.477822;0.083148;
4.056029;0.500153;-0.107204;1.046214;0.477831;0.083118;
4.057073;0.500125;-0.107237;1.046206;0.477840;0.083093;
4.058117;0.500101;-0.107263;1.046199;0.477848;0.083070;
4.059162;0.500081;-0.107283;1.046194;0.477855;0.083049;
4.060206;0.500064;-0.107297;1.046190;0.477862;0.083030;
4.061250;0.500050;-0.107307;1.046188;0.477868;0.083012;
4.062295;0.500038;-0.107313;1.046186;0.477874;0.082996;
4.063339;0.500029;-0.107316;1.046186;0.477879;0.082981;
4.064383;0.500021;-0.107316;1.046186;0.477884;0.082968;
4.065428;0.500015;-0.107314;1.046186;0.477888;0.082955;
4.066472;0.500010;-0.107310;1.046187;0.477892;0.082944;
4.067516;0.500006;-0.107305;1.046189;0.477895;0.082934;
4.068560;0.500003;-0.107299;1.046190;0.477898;0.082924;
4.069605;0.500001;-0.107292;1.046192;0.477901;0.082916;
4.070649;0.499999;-0.107285;1.046194;0.477903;0.082908;
4.071693;0.499998;-0.107278;1.046196;0.477905;0.082901;
4.072738;0.499998;-0.107270;1.046198;0.477907;0.082894;
4.073782;0.499998;-0.107263;1.046200;0.477908;0.082889;
4.074826;0.499998;-0.107255;1.046202;0.477909;0.082883;
4.075870;0.499998;-0.107248;1.046204;0.477910;0.082879;
4.076915;0.499998;-0.107241;1.046206;0.477911;0.082874;
4.079003;0.499999;-0.107229;1.046210;0.477912;0.082867;
4.080883;0.499999;-0.107219;1.046212;0.477912;0.082861;
4.082763;0.500000;-0.107210;1.046215;0.477913;0.082856;
4.084643;0.500001;-0.107203;1.046216;0.477913;0.082852;
4.086522;0.500002;-0.107197;1.046218;0.477913;0.082849;
4.088402;0.500002;-0.107192;1.046219;0.477913;0.082846;
4.090282;0.500002;-0.107188;1.046221;0.477912;0.082844;
4.092161;0.500003;-0.107185;1.046221;0.477912;0.082842;
4.094041;0.500003;-0.107182;1.046222;0.477912;0.082840;
4.095921;0.500003;-0.107181;1.046222;0.477911;0.082839;
4.099680;0.500003;-0.107179;1.046223;0.477911;0.082837;
4.103440;0.500002;-0.107178;1.046223;0.477910;0.082836;
4.107199;0.500002;-0.107178;1.046223;0.477910;0.082835;
4.110959;0.500001;-0.107178;1.046223;0.477910;0.082834;
4.114718;0.500001;-0.107179;1.046223;0.477910;0.082833;
4.118478;0.500001;-0.107179;1.046223;0.477910;0.082833;
4.125997;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.133515;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.141034;0.500000;-0.107181;1.046223;0.477910;0.082832;
4.148553;0.500000;-0.107181;1.046223;0.477910;0.082832;
4.156072;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.171110;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.186148;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.216223;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.246299;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.276375;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.306450;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.336526;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.366602;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.396677;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.426753;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.456829;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.486904;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.516980;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.547055;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.577131;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.607207;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.637282;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.697434;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.751570;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.805706;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.859842;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.913978;0.500000;-0.107180;1.046223;0.477910;0.082832;
4.968114;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.022251;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.076387;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.130523;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.184659;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.238795;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.292931;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.347067;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.401204;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.455340;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.509476;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.563612;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.617748;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.671884;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.726021;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.780157;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.834293;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.888429;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.942565;0.500000;-0.107180;1.046223;0.477910;0.082832;
5.996701;0.500000;-0.107180;1.046223;0.477910;0.082832;
6.000000;0.500000;-0.107180;1.046223;0.477910;0.082832;
