time;Model_TEST_u;Model_TEST_v;Model_TEST_x;Model_TEST_y;
9.730000;-7.730000;-8.730000;-83.942900;67.482900;
9.740000;-7.740000;-8.740000;-84.127600;67.647600;
9.750000;-7.750000;-8.750000;-84.312500;67.812500;
9.760000;-7.760000;-8.760000;-84.497600;67.977600;
9.770000;-7.770000;-8.770000;-84.682900;68.142900;
9.780000;-7.780000;-8.780000;-84.868400;68.308400;
9.790000;-7.790000;-8.790000;-85.054100;68.474100;
9.800000;-7.800000;-8.800000;-85.240000;68.640000;
9.810000;-7.810000;-8.810000;-85.426100;68.806100;
9.820000;-7.820000;-8.820000;-85.612400;68.972400;
9.830000;-7.830000;-8.830000;-85.798900;69.138900;
9.840000;-7.840000;-8.840000;-85.985600;69.305600;
9.850000;-7.850000;-8.850000;-86.172500;69.472500;
9.860000;-7.860000;-8.860000;-86.359600;69.639600;
9.870000;-7.870000;-8.870000;-86.546900;69.806900;
9.880000;-7.880000;-8.880000;-86.734400;69.974400;
9.890000;-7.890000;-8.890000;-86.922100;70.142100;
9.900000;-7.900000;-8.900000;-87.110000;70.310000;
9.910000;-7.910000;-8.910000;-87.298100;70.478100;
9.920000;-7.920000;-8.920000;-87.486400;70.646400;
9.930000;-7.930000;-8.930000;-87.674900;70.814900;
9.940000;-7.940000;-8.940000;-87.863600;70.983600;
9.950000;-7.950000;-8.950000;-88.052500;71.152500;
9.960000;-7.960000;-8.960000;-88.241600;71.321600;
9.970000;-7.970000;-8.970000;-88.430900;71.490900;
9.980000;-7.980000;-8.980000;-88.620400;71.660400;
9.990000;-7.990000;-8.990000;-88.810100;71.830100;
10.000000;-8.000000;-9.000000;-89.000000;72.000000;
10.000000;-8.000000;-9.000000;-89.000000;72.000000;
