time;Generator_generator_UPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_PGenPu;Generator_generator_QGenPu;NETWORK_Load_P;NETWORK_Load_Q;NETWORK_Transformer_i1_value;NETWORK_Transformer_i2_value;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_Transformer_iS1ToS2Side1_value;NETWORK_Transformer_iS2ToS1Side1_value;NETWORK_Transformer_iS1ToS2Side2_value;NETWORK_Transformer_iS2ToS1Side2_value;NETWORK_Transformer_iSide1_value;NETWORK_Transformer_iSide2_value;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
14.8000000000;0.9999994687;9.0849087463;1.5087756803;0.0908490875;0.0150877568;0.0900000000;0.0100000000;0.0920925953;0.0920934640;-0.0900000000;0.0908490875;-0.0100000000;0.0150877568;-5316.9684684023;5316.9684684023;-5317.0186226647;5317.0186226647;5316.9684684023;5317.0186226647;0.9832913393;-25.2505799160;0.9999994687;-22.1607641463;
14.9000000000;0.9999994720;9.0849087458;1.5087756769;0.0908490875;0.0150877568;0.0900000000;0.0100000000;0.0920925950;0.0920934637;-0.0900000000;0.0908490875;-0.0100000000;0.0150877568;-5316.9684504393;5316.9684504393;-5317.0186047018;5317.0186047018;5316.9684504393;5317.0186047018;0.9832913427;-25.5105386741;0.9999994720;-22.4207229249;
15.0000000000;0.9999994752;9.0849087452;1.5087756735;0.0908490875;0.0150877567;0.0900000000;0.0100000000;0.0920925947;0.0920934634;-0.0900000000;0.0908490875;-0.0100000000;0.0150877567;-5316.9684325798;5316.9684325798;-5317.0185868425;5317.0185868425;5316.9684325798;5317.0185868425;0.9832913460;-25.7715596055;0.9999994752;-22.6817438767;
15.1000000000;0.9999994784;9.0849087446;1.5087756700;0.0908490874;0.0150877567;0.0900000000;0.0100000000;0.0920925944;0.0920934631;-0.0900000000;0.0908490874;-0.0100000000;0.0150877567;-5316.9684148241;5316.9684148241;-5317.0185690870;5317.0185690870;5316.9684148241;5317.0185690870;0.9832913493;-26.0336361929;0.9999994784;-22.9438204843;
15.2000000000;0.9999994816;9.0849087440;1.5087756667;0.0908490874;0.0150877567;0.0900000000;0.0100000000;0.0920925941;0.0920934628;-0.0900000000;0.0908490874;-0.0100000000;0.0150877567;-5316.9683971724;5316.9683971724;-5317.0185514355;5317.0185514355;5316.9683971724;5317.0185514355;0.9832913525;-26.2967619586;0.9999994816;-23.2069462702;
15.3000000000;0.9999994848;9.0849087434;1.5087756633;0.0908490874;0.0150877566;0.0900000000;0.0100000000;0.0920925938;0.0920934625;-0.0900000000;0.0908490874;-0.0100000000;0.0150877566;-5316.9683796247;5316.9683796247;-5317.0185338879;5317.0185338879;5316.9683796247;5317.0185338879;0.9832913558;-26.5609304650;0.9999994848;-23.4711147967;
15.4000000000;0.9999994880;9.0849087429;1.5087756600;0.0908490874;0.0150877566;0.0900000000;0.0100000000;0.0920925935;0.0920934622;-0.0900000000;0.0908490874;-0.0100000000;0.0150877566;-5316.9683621811;5316.9683621811;-5317.0185164445;5317.0185164445;5316.9683621811;5317.0185164445;0.9832913590;-26.8261353138;0.9999994880;-23.7363196654;
15.5000000000;0.9999994911;9.0849087423;1.5087756566;0.0908490874;0.0150877566;0.0900000000;0.0100000000;0.0920925932;0.0920934619;-0.0900000000;0.0908490874;-0.0100000000;0.0150877566;-5316.9683448415;5316.9683448415;-5317.0184991051;5317.0184991051;5316.9683448415;5317.0184991051;0.9832913622;-27.0923701459;0.9999994911;-24.0025545173;
15.6000000000;0.9999994942;9.0849087417;1.5087756533;0.0908490874;0.0150877565;0.0900000000;0.0100000000;0.0920925929;0.0920934616;-0.0900000000;0.0908490874;-0.0100000000;0.0150877565;-5316.9683276060;5316.9683276060;-5317.0184818697;5317.0184818697;5316.9683276060;5317.0184818697;0.9832913654;-27.3596286415;0.9999994942;-24.2698130325;
15.7000000000;0.9999994973;9.0849087412;1.5087756501;0.0908490874;0.0150877565;0.0900000000;0.0100000000;0.0920925926;0.0920934613;-0.0900000000;0.0908490874;-0.0100000000;0.0150877565;-5316.9683104742;5316.9683104742;-5317.0184647381;5317.0184647381;5316.9683104742;5317.0184647381;0.9832913685;-27.6279045192;0.9999994973;-24.5380889298;
15.8000000000;0.9999995004;9.0849087406;1.5087756468;0.0908490874;0.0150877565;0.0900000000;0.0100000000;0.0920925923;0.0920934610;-0.0900000000;0.0908490874;-0.0100000000;0.0150877565;-5316.9682934462;5316.9682934462;-5317.0184477102;5317.0184477102;5316.9682934462;5317.0184477102;0.9832913717;-27.8971915364;0.9999995004;-24.8073759664;
15.9000000000;0.9999995035;9.0849087401;1.5087756436;0.0908490874;0.0150877564;0.0900000000;0.0100000000;0.0920925920;0.0920934607;-0.0900000000;0.0908490874;-0.0100000000;0.0150877564;-5316.9682765215;5316.9682765215;-5317.0184307857;5317.0184307857;5316.9682765215;5317.0184307857;0.9832913748;-28.1674834886;0.9999995035;-25.0776679380;
16.0000000000;0.9999995065;9.0849087395;1.5087756403;0.0908490874;0.0150877564;0.0900000000;0.0100000000;0.0920925917;0.0920934604;-0.0900000000;0.0908490874;-0.0100000000;0.0150877564;-5316.9682596999;5316.9682596999;-5317.0184139643;5317.0184139643;5316.9682596999;5317.0184139643;0.9832913779;-28.4387742096;0.9999995065;-25.3489586782;
16.1000000000;0.9999995096;9.0849087390;1.5087756371;0.0908490874;0.0150877564;0.0900000000;0.0100000000;0.0920925914;0.0920934601;-0.0900000000;0.0908490874;-0.0100000000;0.0150877564;-5316.9682429810;5316.9682429810;-5317.0183972456;5317.0183972456;5316.9682429810;5317.0183972456;0.9832913810;-28.7110575709;0.9999995096;-25.6212420586;
16.2000000000;0.9999995126;9.0849087384;1.5087756339;0.0908490874;0.0150877563;0.0900000000;0.0100000000;0.0920925911;0.0920934598;-0.0900000000;0.0908490874;-0.0100000000;0.0150877563;-5316.9682263645;5316.9682263645;-5317.0183806292;5317.0183806292;5316.9682263645;5317.0183806292;0.9832913841;-28.9843274815;0.9999995126;-25.8945119882;
16.3000000000;0.9999995156;9.0849087379;1.5087756308;0.0908490874;0.0150877563;0.0900000000;0.0100000000;0.0920925908;0.0920934595;-0.0900000000;0.0908490874;-0.0100000000;0.0150877563;-5316.9682098499;5316.9682098499;-5317.0183641148;5317.0183641148;5316.9682098499;5317.0183641148;0.9832913871;-29.2585778879;0.9999995156;-26.1687624134;
16.4000000000;0.9999995185;9.0849087373;1.5087756276;0.0908490874;0.0150877563;0.0900000000;0.0100000000;0.0920925905;0.0920934592;-0.0900000000;0.0908490874;-0.0100000000;0.0150877563;-5316.9681934368;5316.9681934368;-5317.0183477018;5317.0183477018;5316.9681934368;5317.0183477018;0.9832913902;-29.5338027737;0.9999995185;-26.4439873180;
16.5000000000;0.9999995215;9.0849087368;1.5087756245;0.0908490874;0.0150877562;0.0900000000;0.0100000000;0.0920925903;0.0920934589;-0.0900000000;0.0908490874;-0.0100000000;0.0150877562;-5316.9681771246;5316.9681771246;-5317.0183313898;5317.0183313898;5316.9681771246;5317.0183313898;0.9832913932;-29.8099961594;0.9999995215;-26.7201807223;
16.6000000000;0.9999995244;9.0849087363;1.5087756214;0.0908490874;0.0150877562;0.0900000000;0.0100000000;0.0920925900;0.0920934587;-0.0900000000;0.0908490874;-0.0100000000;0.0150877562;-5316.9681609129;5316.9681609129;-5317.0183151782;5317.0183151782;5316.9681609129;5317.0183151782;0.9832913962;-30.0871521023;0.9999995244;-26.9973366837;
16.7000000000;0.9999995273;9.0849087357;1.5087756183;0.0908490874;0.0150877562;0.0900000000;0.0100000000;0.0920925897;0.0920934584;-0.0900000000;0.0908490874;-0.0100000000;0.0150877562;-5316.9681448011;5316.9681448011;-5317.0182990666;5317.0182990666;5316.9681448011;5317.0182990666;0.9832913992;-30.3652646959;0.9999995273;-27.2754492957;
16.8000000000;0.9999995302;9.0849087352;1.5087756153;0.0908490874;0.0150877562;0.0900000000;0.0100000000;0.0920925894;0.0920934581;-0.0900000000;0.0908490874;-0.0100000000;0.0150877562;-5316.9681287887;5316.9681287887;-5317.0182830543;5317.0182830543;5316.9681287887;5317.0182830543;0.9832914021;-30.6443280702;0.9999995302;-27.5545126883;
16.9000000000;0.9999995331;9.0849087347;1.5087756122;0.0908490873;0.0150877561;0.0900000000;0.0100000000;0.0920925891;0.0920934578;-0.0900000000;0.0908490873;-0.0100000000;0.0150877561;-5316.9681128751;5316.9681128751;-5317.0182671408;5317.0182671408;5316.9681128751;5317.0182671408;0.9832914051;-30.9243363910;0.9999995331;-27.8345210273;
17.0000000000;0.9999995360;9.0849087342;1.5087756092;0.0908490873;0.0150877561;0.0900000000;0.0100000000;0.0920925889;0.0920934576;-0.0900000000;0.0908490873;-0.0100000000;0.0150877561;-5316.9680970596;5316.9680970596;-5317.0182513255;5317.0182513255;5316.9680970596;5317.0182513255;0.9832914080;-31.2052838601;0.9999995360;-28.1154685144;
17.1000000000;0.9999995388;9.0849087336;1.5087756062;0.0908490873;0.0150877561;0.0900000000;0.0100000000;0.0920925886;0.0920934573;-0.0900000000;0.0908490873;-0.0100000000;0.0150877561;-5316.9680813418;5316.9680813418;-5317.0182356078;5317.0182356078;5316.9680813418;5317.0182356078;0.9832914109;-31.4871647147;0.9999995388;-28.3973493869;
17.2000000000;0.9999995417;9.0849087331;1.5087756032;0.0908490873;0.0150877560;0.0900000000;0.0100000000;0.0920925883;0.0920934570;-0.0900000000;0.0908490873;-0.0100000000;0.0150877560;-5316.9680657209;5316.9680657209;-5317.0182199871;5317.0182199871;5316.9680657209;5317.0182199871;0.9832914138;-31.7699732274;0.9999995417;-28.6801579175;
17.3000000000;0.9999995445;9.0849087326;1.5087756002;0.0908490873;0.0150877560;0.0900000000;0.0100000000;0.0920925881;0.0920934567;-0.0900000000;0.0908490873;-0.0100000000;0.0150877560;-5316.9680501964;5316.9680501964;-5317.0182044627;5317.0182044627;5316.9680501964;5317.0182044627;0.9832914166;-32.0537037060;0.9999995445;-28.9638884139;
17.4000000000;0.9999995473;9.0849087321;1.5087755972;0.0908490873;0.0150877560;0.0900000000;0.0100000000;0.0920925878;0.0920934565;-0.0900000000;0.0908490873;-0.0100000000;0.0150877560;-5316.9680347676;5316.9680347676;-5317.0181890341;5317.0181890341;5316.9680347676;5317.0181890341;0.9832914195;-32.3383504932;0.9999995473;-29.2485352187;
17.5000000000;0.9999995500;9.0849087316;1.5087755943;0.0908490873;0.0150877559;0.0900000000;0.0100000000;0.0920925875;0.0920934562;-0.0900000000;0.0908490873;-0.0100000000;0.0150877559;-5316.9680194340;5316.9680194340;-5317.0181737006;5317.0181737006;5316.9680194340;5317.0181737006;0.9832914223;-32.6239079664;0.9999995500;-29.5340927094;
17.6000000000;0.9999995528;9.0849087311;1.5087755914;0.0908490873;0.0150877559;0.0900000000;0.0100000000;0.0920925873;0.0920934560;-0.0900000000;0.0908490873;-0.0100000000;0.0150877559;-5316.9680041949;5316.9680041949;-5317.0181584617;5317.0181584617;5316.9680041949;5317.0181584617;0.9832914251;-32.9103705374;0.9999995528;-29.8205552978;
17.7000000000;0.9999995555;9.0849087306;1.5087755885;0.0908490873;0.0150877559;0.0900000000;0.0100000000;0.0920925870;0.0920934557;-0.0900000000;0.0908490873;-0.0100000000;0.0150877559;-5316.9679890497;5316.9679890497;-5317.0181433166;5317.0181433166;5316.9679890497;5317.0181433166;0.9832914279;-33.1977326525;0.9999995555;-30.1079174301;
17.8000000000;0.9999995583;9.0849087301;1.5087755856;0.0908490873;0.0150877559;0.0900000000;0.0100000000;0.0920925867;0.0920934554;-0.0900000000;0.0908490873;-0.0100000000;0.0150877559;-5316.9679739977;5316.9679739977;-5317.0181282648;5317.0181282648;5316.9679739977;5317.0181282648;0.9832914307;-33.4859887918;0.9999995583;-30.3961735867;
17.9000000000;0.9999995610;9.0849087296;1.5087755827;0.0908490873;0.0150877558;0.0900000000;0.0100000000;0.0920925865;0.0920934552;-0.0900000000;0.0908490873;-0.0100000000;0.0150877558;-5316.9679590384;5316.9679590384;-5317.0181133056;5317.0181133056;5316.9679590384;5317.0181133056;0.9832914335;-33.7751334695;0.9999995610;-30.6853182814;
18.0000000000;0.9999995637;9.0849087291;1.5087755799;0.0908490873;0.0150877558;0.0900000000;0.0100000000;0.0920925862;0.0920934549;-0.0900000000;0.0908490873;-0.0100000000;0.0150877558;-5316.9679441712;5316.9679441712;-5317.0180984385;5317.0180984385;5316.9679441712;5317.0180984385;0.9832914362;-34.0651612333;0.9999995637;-30.9753460622;
18.1000000000;0.9999995664;9.0849087286;1.5087755771;0.0908490873;0.0150877558;0.0900000000;0.0100000000;0.0920925860;0.0920934547;-0.0900000000;0.0908490873;-0.0100000000;0.0150877558;-5316.9679293954;5316.9679293954;-5317.0180836629;5317.0180836629;5316.9679293954;5317.0180836629;0.9832914390;-34.3560666645;0.9999995664;-31.2662515103;
18.2000000000;0.9999995690;9.0849087281;1.5087755742;0.0908490873;0.0150877557;0.0900000000;0.0100000000;0.0920925857;0.0920934544;-0.0900000000;0.0908490873;-0.0100000000;0.0150877557;-5316.9679147104;5316.9679147104;-5317.0180689780;5317.0180689780;5316.9679147104;5317.0180689780;0.9832914417;-34.6478443775;0.9999995690;-31.5580292400;
18.3000000000;0.9999995717;9.0849087276;1.5087755714;0.0908490873;0.0150877557;0.0900000000;0.0100000000;0.0920925855;0.0920934541;-0.0900000000;0.0908490873;-0.0100000000;0.0150877557;-5316.9679001157;5316.9679001157;-5317.0180543834;5317.0180543834;5316.9679001157;5317.0180543834;0.9832914444;-34.9404890198;0.9999995717;-31.8506738990;
18.4000000000;0.9999995743;9.0849087272;1.5087755687;0.0908490873;0.0150877557;0.0900000000;0.0100000000;0.0920925852;0.0920934539;-0.0900000000;0.0908490873;-0.0100000000;0.0150877557;-5316.9678856106;5316.9678856106;-5317.0180398785;5317.0180398785;5316.9678856106;5317.0180398785;0.9832914471;-35.2339952717;0.9999995743;-32.1441801675;
18.5000000000;0.9999995769;9.0849087267;1.5087755659;0.0908490873;0.0150877557;0.0900000000;0.0100000000;0.0920925850;0.0920934536;-0.0900000000;0.0908490873;-0.0100000000;0.0150877557;-5316.9678711946;5316.9678711946;-5317.0180254626;5317.0180254626;5316.9678711946;5317.0180254626;0.9832914497;-35.5283578463;0.9999995769;-32.4385427585;
18.6000000000;0.9999995795;9.0849087262;1.5087755632;0.0908490873;0.0150877556;0.0900000000;0.0100000000;0.0920925847;0.0920934534;-0.0900000000;0.0908490873;-0.0100000000;0.0150877556;-5316.9678568670;5316.9678568670;-5317.0180111352;5317.0180111352;5316.9678568670;5317.0180111352;0.9832914524;-35.8235714889;0.9999995795;-32.7337564175;
18.7000000000;0.9999995821;9.0849087257;1.5087755604;0.0908490873;0.0150877556;0.0900000000;0.0100000000;0.0920925845;0.0920934532;-0.0900000000;0.0908490873;-0.0100000000;0.0150877556;-5316.9678426274;5316.9678426274;-5317.0179968957;5317.0179968957;5316.9678426274;5317.0179968957;0.9832914550;-36.1196309772;0.9999995821;-33.0298159221;
18.8000000000;0.9999995846;9.0849087253;1.5087755577;0.0908490873;0.0150877556;0.0900000000;0.0100000000;0.0920925842;0.0920934529;-0.0900000000;0.0908490873;-0.0100000000;0.0150877556;-5316.9678284751;5316.9678284751;-5317.0179827435;5317.0179827435;5316.9678284751;5317.0179827435;0.9832914576;-36.4165311209;0.9999995846;-33.3267160819;
18.9000000000;0.9999995872;9.0849087248;1.5087755550;0.0908490872;0.0150877556;0.0900000000;0.0100000000;0.0920925840;0.0920934527;-0.0900000000;0.0908490872;-0.0100000000;0.0150877556;-5316.9678144096;5316.9678144096;-5317.0179686781;5317.0179686781;5316.9678144096;5317.0179686781;0.9832914602;-36.7142667615;0.9999995872;-33.6244517386;
19.0000000000;0.9999995897;9.0849087243;1.5087755523;0.0908490872;0.0150877555;0.0900000000;0.0100000000;0.0920925837;0.0920934524;-0.0900000000;0.0908490872;-0.0100000000;0.0150877555;-5316.9678004302;5316.9678004302;-5317.0179546990;5317.0179546990;5316.9678004302;5317.0179546990;0.9832914628;-37.0128327723;0.9999995897;-33.9230177653;
19.1000000000;0.9999995922;9.0849087239;1.5087755497;0.0908490872;0.0150877555;0.0900000000;0.0100000000;0.0920925835;0.0920934522;-0.0900000000;0.0908490872;-0.0100000000;0.0150877555;-5316.9677865366;5316.9677865366;-5317.0179408055;5317.0179408055;5316.9677865366;5317.0179408055;0.9832914654;-37.3122240577;0.9999995922;-34.2224090666;
19.2000000000;0.9999995947;9.0849087234;1.5087755470;0.0908490872;0.0150877555;0.0900000000;0.0100000000;0.0920925832;0.0920934519;-0.0900000000;0.0908490872;-0.0100000000;0.0150877555;-5316.9677727281;5316.9677727281;-5317.0179269971;5317.0179269971;5316.9677727281;5317.0179269971;0.9832914679;-37.6124355539;0.9999995947;-34.5226205786;
19.3000000000;0.9999995972;9.0849087230;1.5087755444;0.0908490872;0.0150877554;0.0900000000;0.0100000000;0.0920925830;0.0920934517;-0.0900000000;0.0908490872;-0.0100000000;0.0150877554;-5316.9677590042;5316.9677590042;-5317.0179132733;5317.0179132733;5316.9677590042;5317.0179132733;0.9832914705;-37.9134622276;0.9999995972;-34.8236472680;
19.4000000000;0.9999995997;9.0849087225;1.5087755418;0.0908490872;0.0150877554;0.0900000000;0.0100000000;0.0920925828;0.0920934515;-0.0900000000;0.0908490872;-0.0100000000;0.0150877554;-5316.9677453643;5316.9677453643;-5317.0178996335;5317.0178996335;5316.9677453643;5317.0178996335;0.9832914730;-38.2152990769;0.9999995997;-35.1254841328;
19.5000000000;0.9999996021;9.0849087221;1.5087755392;0.0908490872;0.0150877554;0.0900000000;0.0100000000;0.0920925825;0.0920934512;-0.0900000000;0.0908490872;-0.0100000000;0.0150877554;-5316.9677318080;5316.9677318080;-5317.0178860773;5317.0178860773;5316.9677318080;5317.0178860773;0.9832914755;-38.5179411302;0.9999996021;-35.4281262016;
19.6000000000;0.9999996046;9.0849087216;1.5087755366;0.0908490872;0.0150877554;0.0900000000;0.0100000000;0.0920925823;0.0920934510;-0.0900000000;0.0908490872;-0.0100000000;0.0150877554;-5316.9677183346;5316.9677183346;-5317.0178726041;5317.0178726041;5316.9677183346;5317.0178726041;0.9832914780;-38.8213834465;0.9999996046;-35.7315685333;
19.7000000000;0.9999996070;9.0849087212;1.5087755340;0.0908490872;0.0150877553;0.0900000000;0.0100000000;0.0920925821;0.0920934508;-0.0900000000;0.0908490872;-0.0100000000;0.0150877553;-5316.9677049438;5316.9677049438;-5317.0178592134;5317.0178592134;5316.9677049438;5317.0178592134;0.9832914804;-39.1256211152;0.9999996070;-36.0358062173;
19.8000000000;0.9999996094;9.0849087207;1.5087755315;0.0908490872;0.0150877553;0.0900000000;0.0100000000;0.0920925818;0.0920934505;-0.0900000000;0.0908490872;-0.0100000000;0.0150877553;-5316.9676916349;5316.9676916349;-5317.0178459047;5317.0178459047;5316.9676916349;5317.0178459047;0.9832914829;-39.4306492559;0.9999996094;-36.3408343732;
19.9000000000;0.9999996118;9.0849087203;1.5087755290;0.0908490872;0.0150877553;0.0900000000;0.0100000000;0.0920925816;0.0920934503;-0.0900000000;0.0908490872;-0.0100000000;0.0150877553;-5316.9676784075;5316.9676784075;-5317.0178326774;5317.0178326774;5316.9676784075;5317.0178326774;0.9832914853;-39.7364630179;0.9999996118;-36.6466481503;
20.0000000000;0.9999996142;9.0849087199;1.5087755264;0.0908490872;0.0150877553;0.0900000000;0.0100000000;0.0920925814;0.0920934501;-0.0900000000;0.0908490872;-0.0100000000;0.0150877553;-5316.9676652611;5316.9676652611;-5317.0178195311;5317.0178195311;5316.9676652611;5317.0178195311;0.9832914878;-40.0430575804;0.9999996142;-36.9532427278;
20.1000000000;0.9999996166;9.0849087194;1.5087755239;0.0908490872;0.0150877552;0.0900000000;0.0100000000;0.0920925812;0.0920934499;-0.0900000000;0.0908490872;-0.0100000000;0.0150877552;-5316.9676521951;5316.9676521951;-5317.0178064652;5317.0178064652;5316.9676521951;5317.0178064652;0.9832914902;-40.3504281523;0.9999996166;-37.2606133145;
20.2000000000;0.9999996189;9.0849087190;1.5087755215;0.0908490872;0.0150877552;0.0900000000;0.0100000000;0.0920925809;0.0920934496;-0.0900000000;0.0908490872;-0.0100000000;0.0150877552;-5316.9676392092;5316.9676392092;-5317.0177934794;5317.0177934794;5316.9676392092;5317.0177934794;0.9832914926;-40.6585699715;0.9999996189;-37.5687551487;
20.3000000000;0.9999996212;9.0849087186;1.5087755190;0.0908490872;0.0150877552;0.0900000000;0.0100000000;0.0920925807;0.0920934494;-0.0900000000;0.0908490872;-0.0100000000;0.0150877552;-5316.9676263027;5316.9676263027;-5317.0177805730;5317.0177805730;5316.9676263027;5317.0177805730;0.9832914950;-40.9674783057;0.9999996212;-37.8776634975;
20.4000000000;0.9999996236;9.0849087181;1.5087755165;0.0908490872;0.0150877552;0.0900000000;0.0100000000;0.0920925805;0.0920934492;-0.0900000000;0.0908490872;-0.0100000000;0.0150877552;-5316.9676134751;5316.9676134751;-5317.0177677456;5317.0177677456;5316.9676134751;5317.0177677456;0.9832914973;-41.2771484510;0.9999996236;-38.1873336575;
20.5000000000;0.9999996259;9.0849087177;1.5087755141;0.0908490872;0.0150877551;0.0900000000;0.0100000000;0.0920925803;0.0920934490;-0.0900000000;0.0908490872;-0.0100000000;0.0150877551;-5316.9676007261;5316.9676007261;-5317.0177549967;5317.0177549967;5316.9676007261;5317.0177549967;0.9832914997;-41.5875757330;0.9999996259;-38.4977609540;
20.6000000000;0.9999996282;9.0849087173;1.5087755117;0.0908490872;0.0150877551;0.0900000000;0.0100000000;0.0920925800;0.0920934487;-0.0900000000;0.0908490872;-0.0100000000;0.0150877551;-5316.9675880552;5316.9675880552;-5317.0177423259;5317.0177423259;5316.9675880552;5317.0177423259;0.9832915020;-41.8987555054;0.9999996282;-38.8089407409;
20.7000000000;0.9999996305;9.0849087169;1.5087755092;0.0908490872;0.0150877551;0.0900000000;0.0100000000;0.0920925798;0.0920934485;-0.0900000000;0.0908490872;-0.0100000000;0.0150877551;-5316.9675754618;5316.9675754618;-5317.0177297326;5317.0177297326;5316.9675754618;5317.0177297326;0.9832915044;-42.2106831507;0.9999996305;-39.1208684006;
20.8000000000;0.9999996327;9.0849087164;1.5087755068;0.0908490872;0.0150877551;0.0900000000;0.0100000000;0.0920925796;0.0920934483;-0.0900000000;0.0908490872;-0.0100000000;0.0150877551;-5316.9675629455;5316.9675629455;-5317.0177172164;5317.0177172164;5316.9675629455;5317.0177172164;0.9832915067;-42.5233540798;0.9999996327;-39.4335393440;
20.9000000000;0.9999996350;9.0849087160;1.5087755045;0.0908490872;0.0150877550;0.0900000000;0.0100000000;0.0920925794;0.0920934481;-0.0900000000;0.0908490872;-0.0100000000;0.0150877550;-5316.9675505057;5316.9675505057;-5317.0177047768;5317.0177047768;5316.9675505057;5317.0177047768;0.9832915090;-42.8367637317;0.9999996350;-39.7469490101;
21.0000000000;0.9999996372;9.0849087156;1.5087755021;0.0908490872;0.0150877550;0.0900000000;0.0100000000;0.0920925792;0.0920934479;-0.0900000000;0.0908490872;-0.0100000000;0.0150877550;-5316.9675381422;5316.9675381422;-5317.0176924134;5317.0176924134;5316.9675381422;5317.0176924134;0.9832915113;-43.1509075731;0.9999996372;-40.0610928656;
21.1000000000;0.9999996394;9.0849087152;1.5087754997;0.0908490872;0.0150877550;0.0900000000;0.0100000000;0.0920925790;0.0920934477;-0.0900000000;0.0908490872;-0.0100000000;0.0150877550;-5316.9675258543;5316.9675258543;-5317.0176801256;5317.0176801256;5316.9675258543;5317.0176801256;0.9832915135;-43.4657810989;0.9999996394;-40.3759664055;
21.2000000000;0.9999996416;9.0849087148;1.5087754974;0.0908490871;0.0150877550;0.0900000000;0.0100000000;0.0920925788;0.0920934475;-0.0900000000;0.0908490871;-0.0100000000;0.0150877550;-5316.9675136416;5316.9675136416;-5317.0176679130;5317.0176679130;5316.9675136416;5317.0176679130;0.9832915158;-43.7813798315;0.9999996416;-40.6915651520;
21.3000000000;0.9999996438;9.0849087144;1.5087754951;0.0908490871;0.0150877550;0.0900000000;0.0100000000;0.0920925785;0.0920934472;-0.0900000000;0.0908490871;-0.0100000000;0.0150877550;-5316.9675015037;5316.9675015037;-5317.0176557753;5317.0176557753;5316.9675015037;5317.0176557753;0.9832915180;-44.0976993208;0.9999996438;-41.0078846551;
21.4000000000;0.9999996460;9.0849087140;1.5087754928;0.0908490871;0.0150877549;0.0900000000;0.0100000000;0.0920925783;0.0920934470;-0.0900000000;0.0908490871;-0.0100000000;0.0150877549;-5316.9674894401;5316.9674894401;-5317.0176437118;5317.0176437118;5316.9674894401;5317.0176437118;0.9832915203;-44.4147351438;0.9999996460;-41.3249204920;
21.5000000000;0.9999996482;9.0849087136;1.5087754905;0.0908490871;0.0150877549;0.0900000000;0.0100000000;0.0920925781;0.0920934468;-0.0900000000;0.0908490871;-0.0100000000;0.0150877549;-5316.9674774504;5316.9674774504;-5317.0176317221;5317.0176317221;5316.9674774504;5317.0176317221;0.9832915225;-44.7324829050;0.9999996482;-41.6426682668;
21.6000000000;0.9999996504;9.0849087132;1.5087754882;0.0908490871;0.0150877549;0.0900000000;0.0100000000;0.0920925779;0.0920934466;-0.0900000000;0.0908490871;-0.0100000000;0.0150877549;-5316.9674655340;5316.9674655340;-5317.0176198059;5317.0176198059;5316.9674655340;5317.0176198059;0.9832915247;-45.0509382355;0.9999996504;-41.9611236109;
21.7000000000;0.9999996525;9.0849087128;1.5087754859;0.0908490871;0.0150877549;0.0900000000;0.0100000000;0.0920925777;0.0920934464;-0.0900000000;0.0908490871;-0.0100000000;0.0150877549;-5316.9674536907;5316.9674536907;-5317.0176079627;5317.0176079627;5316.9674536907;5317.0176079627;0.9832915269;-45.3700967935;0.9999996525;-42.2802821824;
21.8000000000;0.9999996546;9.0849087124;1.5087754836;0.0908490871;0.0150877548;0.0900000000;0.0100000000;0.0920925775;0.0920934462;-0.0900000000;0.0908490871;-0.0100000000;0.0150877548;-5316.9674419198;5316.9674419198;-5317.0175961919;5317.0175961919;5316.9674419198;5317.0175961919;0.9832915290;-45.6899542637;0.9999996546;-42.6001396660;
21.9000000000;0.9999996568;9.0849087120;1.5087754814;0.0908490871;0.0150877548;0.0900000000;0.0100000000;0.0920925773;0.0920934460;-0.0900000000;0.0908490871;-0.0100000000;0.0150877548;-5316.9674302210;5316.9674302210;-5317.0175844932;5317.0175844932;5316.9674302210;5317.0175844932;0.9832915312;-46.0105063572;0.9999996568;-42.9206917729;
22.0000000000;0.9999996589;9.0849087116;1.5087754792;0.0908490871;0.0150877548;0.0900000000;0.0100000000;0.0920925771;0.0920934458;-0.0900000000;0.0908490871;-0.0100000000;0.0150877548;-5316.9674185939;5316.9674185939;-5317.0175728662;5317.0175728662;5316.9674185939;5317.0175728662;0.9832915334;-46.3317488116;0.9999996589;-43.2419342406;
22.1000000000;0.9999996610;9.0849087112;1.5087754770;0.0908490871;0.0150877548;0.0900000000;0.0100000000;0.0920925769;0.0920934456;-0.0900000000;0.0908490871;-0.0100000000;0.0150877548;-5316.9674070379;5316.9674070379;-5317.0175613103;5317.0175613103;5316.9674070379;5317.0175613103;0.9832915355;-46.6536773906;0.9999996610;-43.5638628328;
22.2000000000;0.9999996630;9.0849087108;1.5087754748;0.0908490871;0.0150877547;0.0900000000;0.0100000000;0.0920925767;0.0920934454;-0.0900000000;0.0908490871;-0.0100000000;0.0150877547;-5316.9673955527;5316.9673955527;-5317.0175498253;5317.0175498253;5316.9673955527;5317.0175498253;0.9832915376;-46.9762878837;0.9999996630;-43.8864733391;
